title,title_clean,release_year,budget,revenue,genres_clean,on_netflix
She's Funny That Way,she's funny that way,2014,,111996.0,Comedy,False
Pudhupettai,pudhupettai,2006,4000000.0,,,False
Song One,song one,2014,6000000.0,32251.0,Drama,False
Freerunner,freerunner,2011,5000000.0,,Action,False
The Games Maker,the games maker,2014,6000000.0,,"Adventure, Family",False
Dragon Blade,dragon blade,2015,65000000.0,121545703.0,"Action, Drama, Adventure",False
Mere Brother Ki Dulhan,mere brother ki dulhan,2011,5510000.0,18050000.0,"Drama, Comedy, Romance",False
Entourage,entourage,2015,30000000.0,49263404.0,Comedy,False
Freedom,freedom,2014,14500000.0,,Drama,False
Ashens and the Quest for the Gamechild,ashens and the quest for the gamechild,2013,123690.0,,"Comedy, Adventure",False
Paranormal Whacktivity,paranormal whacktivity,2013,3600000.0,,"Comedy, Horror",False
5 Flights Up,5 flights up,2014,6000000.0,1020921.0,Drama,True
Inside Out,inside out,2015,175000000.0,857611174.0,"Drama, Comedy, Animation, Family",False
The Wolfpack,the wolfpack,2015,,1301696.0,Documentary,False
Tanu Weds Manu,tanu weds manu,2011,400000.0,252000.0,"Drama, Comedy, Romance, Foreign",True
Love & Mercy,love & mercy,2015,,28641776.0,Drama,False
Amusement,amusement,2008,6000000.0,,"Horror, Thriller",False
The Better Angels,the better angels,2014,,70918.0,"Drama, History",False
Police Story 2013,police story 2013,2013,,81170000.0,"Action, Crime, Drama, Thriller",False
Without You I'm Nothing,without you i'm nothing,1990,,1218730.0,Comedy,False
Circo,circo,2011,,67821.0,"Documentary, Foreign",False
Big Time,big time,1988,,148426.0,"Documentary, Drama, Music, Romance",False
Metro,metro,2013,13000000.0,,"Action, Thriller",False
The Drunk,the drunk,2014,1000000.0,,,False
The Hunger Games: Mockingjay - Part 2,the hunger games: mockingjay - part 2,2015,160000000.0,653428261.0,"Action, Adventure, Science Fiction",False
Max,max,2015,20000000.0,43967255.0,"Adventure, Drama, Family",False
Pixels,pixels,2015,88000000.0,243637091.0,"Action, Comedy, Science Fiction",False
Allegiant,allegiant,2016,110000000.0,179246868.0,"Adventure, Science Fiction",False
Fantastic Beasts and Where to Find Them,fantastic beasts and where to find them,2016,180000000.0,809342332.0,"Adventure, Family, Fantasy",False
Pink Narcissus,pink narcissus,1971,27000.0,,"Drama, Romance",False
K2: Siren of the Himalayas,k2: siren of the himalayas,2012,210.0,,"Adventure, Documentary",False
Madras Cafe,madras cafe,2013,5400000.0,6500000.0,Thriller,False
Chanthaly,chanthaly,2013,5000.0,,"Drama, Horror",False
On the Way to School,on the way to school,2013,,7424.0,Documentary,False
Wendy Wu: Homecoming Warrior,wendy wu: homecoming warrior,2006,6000000.0,,"Action, Adventure, Family, TV Movie",False
Mr. Holmes,mr. holmes,2015,,29355203.0,"Drama, Mystery",False
Aachi and Ssipak,aachi and ssipak,2006,3500000.0,,"Action, Animation, Horror",False
Chicks,chicks,2010,200000.0,,"Comedy, Drama",False
The Secret Life of Pets,the secret life of pets,2016,75000000.0,875457937.0,"Animation, Family",False
The Skeleton Dance,the skeleton dance,1929,5485.0,,Animation,False
A.C.A.B.: All Cops Are Bastards,a.c.a.b.: all cops are bastards,2012,5000000.0,,"Action, Drama, Crime",False
Evil Behind You,evil behind you,2006,200000.0,,"Action, Thriller",False
White Tiger,white tiger,2012,11000000.0,7200000.0,"Action, Adventure, Fantasy, War",False
Love Lies Bleeding,love lies bleeding,2008,3000000.0,,"Action, Crime, Thriller",False
Gabbar Is Back,gabbar is back,2015,11000000.0,41000000.0,"Drama, Action",True
Little Boy,little boy,2015,20000000.0,6485961.0,"Comedy, Drama, War",False
Self/less,self/less,2015,26000000.0,30523226.0,"Science Fiction, Mystery, Thriller",False
Criminal,criminal,2016,31500000.0,14708696.0,Action,False
The Last Witch Hunter,the last witch hunter,2015,90000000.0,146936910.0,"Fantasy, Action, Adventure",False
Krampus,krampus,2015,15000000.0,61548707.0,"Horror, Comedy, Fantasy",False
Suicide Squad,suicide squad,2016,175000000.0,745600054.0,"Action, Adventure, Crime, Fantasy, Science Fiction",False
Bluffmaster!,bluffmaster!,2005,1823152.0,7133082.0,"Drama, Comedy, Romance, Foreign",True
Shocking Asia,shocking asia,1976,20000.0,,Documentary,False
Independence Day: Resurgence,independence day: resurgence,2016,165000000.0,389681935.0,"Action, Adventure, Science Fiction",False
Star Trek Beyond,star trek beyond,2016,185000000.0,343471816.0,"Action, Adventure, Science Fiction",False
Tunnel Vision,tunnel vision,1976,250.0,,Comedy,False
Pizza,pizza,2012,240000.0,2800000.0,"Thriller, Comedy, Romance, Horror",False
Encounters of the Spooky Kind,encounters of the spooky kind,1980,,731753.0,"Action, Horror, Fantasy, Comedy",False
Rockstar,rockstar,2011,10920000.0,19660000.0,"Drama, Music, Romance",False
Rabies,rabies,2010,500000.0,,Horror,False
This is Sodom,this is sodom,2010,2745000.0,5850000.0,"Comedy, History",False
The Disappointments Room,the disappointments room,2016,15000000.0,,"Drama, Thriller, Horror",False
How Strange to be Named Federico: Scola Narrates Fellini,how strange to be named federico: scola narrates fellini,2013,96.0,,Documentary,False
Jackson County Jail,jackson county jail,1976,445000.0,2300000.0,"Crime, Drama",False
Labyrinth,labyrinth,2012,20000000.0,,"Fantasy, Adventure, History",False
The Sinking of the Laconia,the sinking of the laconia,2011,18550417.0,,"Drama, History, War",False
Kaminey,kaminey,2009,9000000.0,18130000.0,"Action, Crime, Drama",True
Company,company,2002,1500000.0,6000000.0,"Action, Drama, Foreign",True
Vishwaroopam,vishwaroopam,2013,17000000.0,51000000.0,"Action, Crime, Thriller",False
Shootout at Lokhandwala,shootout at lokhandwala,2007,11000000.0,12000000.0,"Action, Crime, Drama, Foreign",True
Josh,josh,2000,6900000.0,15000000.0,"Romance, Drama",False
Dhoom 3,dhoom 3,2013,19500000.0,91000000.0,"Action, Crime, Thriller",False
Dhoom 2,dhoom 2,2006,11000000.0,46396427.0,"Drama, Action, Thriller, Crime",False
Never Back Down 2: The Beatdown,never back down 2: the beatdown,2011,3000000.0,,"Drama, Action",True
Ted 2,ted 2,2015,68000000.0,217022588.0,Comedy,False
Fortress,fortress,2012,5000000.0,,"Action, War",False
Absolutely Anything,absolutely anything,2015,,7200039.0,"Comedy, Science Fiction",False
Minions,minions,2015,74000000.0,1156730962.0,"Family, Animation, Adventure, Comedy",False
Rough Cut,rough cut,1980,14000000.0,16656125.0,"Adventure, Comedy, Crime, Mystery, Romance",False
Milf,milf,2010,500000.0,,Comedy,False
Firestarter 2: Rekindled,firestarter 2: rekindled,2002,10000000.0,,"TV Movie, Horror, Science Fiction, Thriller",False
He-Man and She-Ra: The Secret of the Sword,he-man and she-ra: the secret of the sword,1985,,7.0,"Animation, Family",False
Stripper Academy,stripper academy,2007,1000000.0,,Comedy,False
Bachelor Party 2: The Last Temptation,bachelor party 2: the last temptation,2008,6000000.0,,Comedy,False
Double Wedding,double wedding,2010,104002432.0,,"Comedy, Drama, Romance",False
Return to Sleepaway Camp,return to sleepaway camp,2008,4000000.0,,"Mystery, Horror, Comedy",False
Ace Ventura Jr: Pet Detective,ace ventura jr: pet detective,2009,7500000.0,,"Comedy, Family",False
Next Avengers: Heroes of Tomorrow,next avengers: heroes of tomorrow,2008,,3800000.0,"Animation, Family",False
The Cook,the cook,2008,210000.0,,"Comedy, Horror",False
The Good Dinosaur,the good dinosaur,2015,175000000.0,331926147.0,"Adventure, Animation, Family",False
Black Mass,black mass,2015,53000000.0,98837872.0,"Crime, Drama",False
Spectre,spectre,2015,245000000.0,880674609.0,"Action, Adventure, Crime",False
Dracula III: Legacy,dracula iii: legacy,2005,3500000.0,,Horror,False
Cross,cross,2011,2000000.0,,"Action, Fantasy",False
Noobz,noobz,2013,340000.0,,"Comedy, Adventure",False
Boogeyman 2,boogeyman 2,2007,4500000.0,,"Horror, Thriller",False
The Wicked,the wicked,2013,800000.0,,"Fantasy, Horror, Thriller",False
Red Victoria,red victoria,2008,5000.0,,"Comedy, Horror",False
Ferdinand the Bull,ferdinand the bull,1938,66260.0,,Animation,False
Three Little Pigs,three little pigs,1933,15719.0,,Animation,False
Mickey's Christmas Carol,mickey's christmas carol,1983,3000000.0,21000000.0,"Family, Animation",False
Bulletproof,bulletproof,1988,5000000.0,807947.0,"Action, Thriller",False
Steve Jobs,steve jobs,2015,30000000.0,34441873.0,"Drama, History",True
Macbeth,macbeth,2015,15000000.0,12601706.0,"History, Drama, War",False
Vacation,vacation,2015,31000000.0,104384188.0,Comedy,False
Pokémon the Movie: Genesect and the Legend Awakened,pokémon the movie: genesect and the legend awakened,2013,,50000000.0,"Action, Adventure, Animation, Family",False
Pokémon: Arceus and the Jewel of Life,pokémon: arceus and the jewel of life,2009,,50673078.0,"Animation, Family",False
Pokémon: The Rise of Darkrai,pokémon: the rise of darkrai,2007,,42238454.0,"Adventure, Animation, Family, Fantasy",False
Turkey Shoot,turkey shoot,2014,3200000.0,,Action,False
Manglehorn,manglehorn,2015,4000000.0,143101.0,Drama,False
Hoovey,hoovey,2015,2.0,,"Family, Drama",False
Search Party,search party,2014,20000000.0,,Comedy,True
The Living,the living,2014,500000.0,,Thriller,False
Extinction: Nature Has Evolved,extinction: nature has evolved,2017,3400000.0,,"Thriller, Adventure",False
After the Ball,after the ball,2015,,161820.0,Comedy,False
Skin Trade,skin trade,2014,9000000.0,,"Thriller, Action, Drama",True
The Devil's Hand,the devil's hand,2014,7000000.0,,"Horror, Thriller",False
A Ticket to Space,a ticket to space,2006,,2.0,"Comedy, Science Fiction",False
Careful What You Wish For,careful what you wish for,2015,8000000.0,,"Drama, Thriller",False
Robot Overlords,robot overlords,2015,21000000.0,,"Adventure, Science Fiction, Action",False
Along the Roadside,along the roadside,2013,250.0,,"Romance, Comedy, Music",False
Attack of the Sabretooth,attack of the sabretooth,2005,2.0,,Horror,False
Bad Asses on the Bayou,bad asses on the bayou,2015,5300000.0,,"Comedy, Action",False
Who Killed Captain Alex?,who killed captain alex?,2010,200.0,,Action,False
Shabd,shabd,2005,2500000.0,3100000.0,"Drama, Foreign, Romance",True
GirlHouse,girlhouse,2014,3150000.0,,"Horror, Thriller",False
The Lovers,the lovers,2015,27000000.0,,"Action, Adventure, Science Fiction, Romance",False
Batman v Superman: Dawn of Justice,batman v superman: dawn of justice,2016,250000000.0,873260194.0,"Action, Adventure, Fantasy",False
Time Pass,time pass,2014,200.0,,"Romance, Comedy",False
The Last Match,the last match,2013,200000.0,,"Romance, Drama",False
RISE,rise,2014,446000.0,,"Crime, Thriller, Drama",False
Gemma Bovery,gemma bovery,2014,9700000.0,154701.0,"Romance, Drama, Comedy",False
Viktor,viktor,2014,10000000.0,,"Thriller, Action, Drama",False
95ers: Time Runners,95ers: time runners,2013,750.0,,"Thriller, Science Fiction",False
Morning Star,morning star,2014,3000000.0,,"Fantasy, Action, Adventure",False
Repli-Kate,repli-kate,2002,4000000.0,,Comedy,False
Goddess,goddess,2013,114.0,,"Comedy, Music",False
Mother's Boys,mother's boys,1994,8000000.0,,"Drama, Thriller",False
Jinn,jinn,2014,,149337.0,Thriller,False
Ed Gein: The Butcher of Plainfield,ed gein: the butcher of plainfield,2007,1500000.0,,"Crime, Drama, Horror, Mystery",False
A Job to Kill For,a job to kill for,2006,2500000.0,,"Drama, Thriller",False
Naruto Shippuden the Movie: Road to Ninja,naruto shippuden the movie: road to ninja,2012,,17322136.0,"Fantasy, Animation, Action, Adventure",False
Trigger Man,trigger man,2007,10000.0,,"Action, Drama, Thriller, Horror",False
Sacred Flesh,sacred flesh,2000,1850000.0,,"Drama, Horror, Foreign",False
Once Upon a Time in Mumbaai,once upon a time in mumbaai,2010,10.0,,"Drama, Thriller, Crime",True
Ryna,ryna,2005,1100000.0,,Drama,False
Justice Is Mind,justice is mind,2013,25000.0,,,False
Druid Peak,druid peak,2014,114000.0,,"Adventure, Drama",False
Blue Seduction,blue seduction,2009,1600000.0,,"Thriller, Romance",False
Antarctic Journal,antarctic journal,2005,,6500000.0,"Horror, Thriller, Mystery, Foreign",False
Love and the City,love and the city,2009,3500000.0,9112193.0,"Comedy, Romance",False
Amy,amy,2015,,8413144.0,"Documentary, Music",True
The Mother Of Invention,the mother of invention,2010,60000.0,,Comedy,False
Bullit & Ripper,bullit & ripper,2012,9000000.0,,Comedy,False
Wolves In The Snow,wolves in the snow,2002,500000.0,,"Drama, Action, Thriller, Crime, Foreign",False
Some Velvet Morning,some velvet morning,2013,,6420.0,Drama,False
El truco del manco,el truco del manco,2008,,404075.0,Drama,False
"Cherry, Harry & Raquel!","cherry, harry & raquel!",1970,90000.0,,"Action, Comedy",False
Stung,stung,2015,2500000.0,,"Comedy, Horror",False
Magic Mike XXL,magic mike xxl,2015,14800000.0,122513057.0,"Comedy, Drama, Music",False
Babai,babai,2015,2137000.0,,Drama,False
Fading of the Cries,fading of the cries,2011,450000.0,,"Horror, Mystery, Fantasy, Action",False
The Butterfly Room,the butterfly room,2012,,1081.0,"Horror, Thriller",False
Mrs. Ashboro's Cat,mrs. ashboro's cat,2003,2800000.0,,"Thriller, Family",False
An American Terror,an american terror,2013,200000.0,,"Drama, Horror",False
Screwed,screwed,2011,3.0,,"Action, Crime",False
Neverlake,neverlake,2013,232000.0,,"Horror, Drama, Mystery",False
The Jungle Book,the jungle book,2016,175000000.0,966550600.0,"Family, Adventure, Drama, Fantasy",False
Dragon Ball Z: Resurrection 'F',dragon ball z: resurrection 'f',2015,5000000.0,61768190.0,"Action, Adventure, Animation, Fantasy",False
Accidental Love,accidental love,2015,26000000.0,,"Romance, Comedy",False
Bombay Velvet,bombay velvet,2015,18000000.0,1500000.0,"Crime, Drama, Thriller",False
I Am I,i am i,2013,112000.0,,Drama,False
Victoria Day,victoria day,2009,1.0,,Drama,False
The Border,the border,2007,2691570.0,,"Drama, History",False
The Man from U.N.C.L.E.,the man from u.n.c.l.e.,2015,75000000.0,108145109.0,"Comedy, Action, Adventure",False
Deserter,deserter,2002,3500000.0,,"Drama, War",False
House of the Sleeping Beauties,house of the sleeping beauties,2006,1900000.0,,"Drama, Foreign, Thriller",False
River's End,river's end,2005,1000000.0,,,False
The Chateau Meroux,the chateau meroux,2011,1750000.0,,"Drama, Comedy, Romance",False
Treehouse,treehouse,2014,3250000.0,3250000.0,"Thriller, Horror, Mystery",False
The Walk,the walk,2015,35000000.0,61181942.0,"Adventure, Drama, Thriller",False
13 Hours: The Secret Soldiers of Benghazi,13 hours: the secret soldiers of benghazi,2016,50000000.0,69411370.0,"Action, Drama, History, Thriller, War",False
French Women,french women,2014,5000000.0,12058187.0,Comedy,False
Aalavandhan,aalavandhan,2001,300000.0,,"Action, Thriller",False
This Is Not an Exit: The Fictional World of Bret Easton Ellis,this is not an exit: the fictional world of bret easton ellis,1998,,869.0,Documentary,False
Azzurro,azzurro,2000,3100000.0,,,False
Bar Sport,bar sport,2011,5000000.0,,"Comedy, Family",False
Welcome to the North,welcome to the north,2012,6000000.0,35000000.0,Comedy,False
Some Say No,some say no,2011,8100000.0,,Comedy,False
The Worst Christmas of My Life,the worst christmas of my life,2012,6843500.0,10703234.0,Comedy,False
The Last Man on Earth,the last man on earth,2011,3000000.0,,"Drama, Science Fiction",False
La peggior settimana della mia vita,la peggior settimana della mia vita,2011,11000000.0,12935800.0,Comedy,False
A Quiet Life,a quiet life,2010,,1700000.0,Drama,False
All'ultima spiaggia,all'ultima spiaggia,2012,2700000.0,,Comedy,False
Welcome Mr. President!,welcome mr. president!,2013,,9500000.0,Comedy,False
Passione sinistra,passione sinistra,2013,2500000.0,,Comedy,False
I Can Quit Whenever I Want,i can quit whenever i want,2014,2000000.0,,Comedy,False
The Devil's Violinist,the devil's violinist,2013,,11294.0,Drama,False
The Future,the future,2013,,13983.0,Drama,False
Come il vento,come il vento,2013,110.0,,Drama,False
Midnight Sun,midnight sun,2014,18000000.0,,"Family, Adventure",False
A Whole Life Ahead,a whole life ahead,2008,5940000.0,4250000.0,"Romance, Drama, Comedy",False
Ex,ex,2009,10000000.0,,Comedy,False
The Opposite Sex,the opposite sex,2014,3300000.0,45000.0,Comedy,False
The Gallows,the gallows,2015,100000.0,42664410.0,"Horror, Thriller",False
Memory Lane,memory lane,2011,300.0,,"Thriller, Crime, Science Fiction",False
Dormant Beauty,dormant beauty,2012,5700000.0,,Drama,False
Hannah's Law,hannah's law,2012,5000000.0,,"Western, TV Movie",False
Waar,waar,2013,2000000.0,,"Action, Drama, Thriller",True
Creature,creature,1985,750000.0,,"Science Fiction, Thriller, Horror",False
Jacob,jacob,2011,900000.0,,Horror,False
Get Lucky,get lucky,2013,5000000.0,,Action,False
Finding Fanny,finding fanny,2014,2489400.0,,"Romance, Comedy, Drama",False
Ticks,ticks,1993,2000000.0,,"Horror, Science Fiction",False
Trapped,trapped,1982,2000000.0,,"Crime, Adventure, Thriller, Horror, Action",False
Werewolf: The Beast Among Us,werewolf: the beast among us,2012,5000000.0,,"Drama, Horror",False
My Golden Days,my golden days,2015,,269144.0,Drama,False
Dark Places,dark places,2015,20000000.0,208588.0,"Drama, Mystery, Thriller",True
Don Giovanni,don giovanni,1979,7000000.0,,"Drama, Music",False
Boulevard,boulevard,2014,,126150.0,Drama,False
Mustang,mustang,2015,1300000.0,250000.0,Drama,False
Microbe and Gasoline,microbe and gasoline,2015,,63802.0,Comedy,False
Soodhu Kavvum,soodhu kavvum,2013,310000.0,12000000.0,"Comedy, Thriller",False
42 One Dream Rush,42 one dream rush,2010,1000000.0,,Fantasy,False
Hardflip,hardflip,2012,1000000.0,,"Drama, Action",False
Bajrangi Bhaijaan,bajrangi bhaijaan,2015,14000000.0,98000000.0,"Adventure, Comedy, Drama",False
Intruder,intruder,1989,130000.0,,"Horror, Thriller",False
Walkout,walkout,2006,9500000.0,,Drama,False
The Guest House,the guest house,2012,250000.0,,Romance,False
Identical,identical,2011,2000000.0,,Thriller,False
The Last Light,the last light,2014,400000.0,,"Thriller, Drama",False
The Untold,the untold,2002,3000000.0,,Horror,False
The Dead and the Damned,the dead and the damned,2011,30000.0,,"Horror, Western",False
The Revenant,the revenant,2015,135000000.0,532950503.0,"Western, Drama, Adventure, Thriller",False
Irrational Man,irrational man,2015,11000000.0,27391084.0,"Mystery, Drama",False
Tale of Tales,tale of tales,2015,12000000.0,,"Romance, Fantasy, Horror",False
One Minute Time Machine,one minute time machine,2014,1000.0,,"Mystery, Comedy, Romance",False
The Cloth,the cloth,2012,2000000.0,,"Fantasy, Action, Horror",False
Mutants,mutants,2008,4000000.0,,"Horror, Action, Science Fiction, Foreign",False
Mr. Hush,mr. hush,2010,200.0,,Horror,False
Dead End Road,dead end road,2004,100000.0,,"Horror, Action",False
Going by the Book,going by the book,2007,,14961069.0,"Action, Comedy, Crime, Foreign",False
Camp Belvidere,camp belvidere,2014,15000.0,,"Romance, Drama",False
The Attic,the attic,2008,700.0,,"Horror, Thriller",False
The Dynamiter,the dynamiter,2011,250000.0,,Drama,False
Baahubali: The Beginning,baahubali: the beginning,2015,40000000.0,100000000.0,"Action, Adventure, History, War",False
Neon Maniacs,neon maniacs,1986,1500000.0,,Horror,False
Learning to Drive,learning to drive,2014,,3447633.0,"Comedy, Drama, Romance",False
The Blue Elephant,the blue elephant,2014,3500000.0,,"Thriller, Drama, Horror, Mystery",False
Ooops! Noah is Gone...,ooops! noah is gone...,2015,6000000.0,,"Animation, Adventure, Comedy",False
Southpaw,southpaw,2015,30000000.0,91709827.0,"Action, Drama",False
Sicario,sicario,2015,30000000.0,84025816.0,"Action, Crime, Drama, Mystery, Thriller",False
Goodnight Mommy,goodnight mommy,2014,,1178196.0,"Drama, Horror, Thriller",False
Insane,insane,2010,750000.0,,Horror,False
Spirit Stalkers,spirit stalkers,2012,10000.0,,Horror,False
Before We Go,before we go,2014,,37151.0,"Drama, Romance, Comedy",False
Jitters,jitters,2010,2000000.0,,Drama,False
Best of Enemies,best of enemies,2015,1000000.0,,"Documentary, History",False
Sharktopus vs. Whalewolf,sharktopus vs. whalewolf,2015,6000000.0,,"Action, Science Fiction, Adventure",False
The Skulls II,the skulls ii,2002,3800000.0,,"Action, Comedy, Thriller, Romance",False
Chrysalis,chrysalis,2007,12000000.0,,"Action, Thriller, Crime, Science Fiction",False
The Challenge,the challenge,2005,300000.0,,"Action, Drama",False
Charlie's Farm,charlie's farm,2014,3000000.0,,Horror,False
Anomalisa,anomalisa,2015,8000000.0,5659286.0,"Animation, Comedy, Drama, Romance",False
Colonia,colonia,2016,14000000.0,3621046.0,"Drama, Romance, History",False
Dr. Ketel,dr. ketel,2011,26700.0,,Thriller,False
Tiny Times,tiny times,2013,,79.0,"Drama, Romance, Comedy",False
Tiny Times 2,tiny times 2,2013,,47.0,"Drama, Comedy, Romance",False
The Ghost Army,the ghost army,2013,300.0,,"Documentary, War",False
Generation 1000 Euros,generation 1000 euros,2009,,1296000.0,Comedy,False
The Party at Kitty and Stud's,the party at kitty and stud's,1970,5000.0,,"Drama, Action, Comedy",False
The Vatican Tapes,the vatican tapes,2015,13000000.0,1784763.0,"Thriller, Horror",True
Kaiji 2: The Ultimate Gambler,kaiji 2: the ultimate gambler,2011,,15.0,"Thriller, Drama",False
Brothers of War,brothers of war,2015,1700000.0,,"Drama, War",False
Our Little Sister,our little sister,2015,,346485.0,"Drama, Comedy",False
Yakuza Apocalypse,yakuza apocalypse,2015,,12756.0,"Horror, Action",False
The Intern,the intern,2015,35000000.0,194564672.0,Comedy,False
Swayamvaram,swayamvaram,1972,39000.0,,Drama,False
Hollywood Chainsaw Hookers,hollywood chainsaw hookers,1988,23000.0,,"Comedy, Horror",False
Love,love,2015,3000000.0,249083.0,"Drama, Romance",False
Room,room,2015,6000000.0,35401758.0,"Drama, Thriller",True
Kingdom Come,kingdom come,2014,3000000.0,,Horror,False
The Runner,the runner,2015,6000000.0,,Drama,True
The Gift,the gift,2015,5000000.0,58978653.0,"Thriller, Mystery",False
The Witch,the witch,2016,3500000.0,40423945.0,"Mystery, Horror",False
"Mary Is Happy, Mary Is Happy.","mary is happy, mary is happy.",2013,170000.0,,Drama,False
3 Generations,3 generations,2016,5000000.0,443962.0,"Comedy, Drama",False
Zaytoun,zaytoun,2012,8000000.0,42330.0,"Drama, War, Adventure, Thriller",False
Maundy Thursday,maundy thursday,2006,4.0,,"Foreign, Drama",False
Admiral,admiral,2015,10000000.0,,"Adventure, Drama, History",False
Animal Farm,animal farm,1999,23000000.0,,"Family, Drama, Comedy",False
Anne Of Green Gables: The Continuing Story,anne of green gables: the continuing story,2000,1100000.0,,"Drama, Family",False
The Visit,the visit,2015,5000000.0,98450062.0,"Horror, Thriller",True
Secret in Their Eyes,secret in their eyes,2015,19500000.0,34854990.0,"Crime, Drama, Mystery",True
Sinister 2,sinister 2,2015,10000000.0,52882018.0,Horror,True
The Dinosaur and the Missing Link: A Prehistoric Tragedy,the dinosaur and the missing link: a prehistoric tragedy,1915,5000.0,,"Animation, Comedy",False
Battle for Sevastopol,battle for sevastopol,2015,5000000.0,,"Drama, Romance, War",False
84C MoPic,84c mopic,1989,500000.0,,"Drama, War",False
Dragon Nest: Warriors' Dawn,dragon nest: warriors' dawn,2014,40000000.0,,"Adventure, Family, Fantasy, Animation",False
American Ultra,american ultra,2015,28000000.0,27139524.0,"Comedy, Action",True
No Escape,no escape,2015,5000000.0,54418872.0,"Action, Thriller",True
Straight Outta Compton,straight outta compton,2015,28000000.0,201634991.0,"Drama, Music",False
Dungeons & Dragons: The Book of Vile Darkness,dungeons & dragons: the book of vile darkness,2012,12000000.0,,"Adventure, Fantasy",False
Cop Car,cop car,2015,,134552.0,Thriller,True
Lassiter,lassiter,1984,,17500000.0,"Crime, Drama, Mystery, Thriller",False
29th and Gay,29th and gay,2005,25000.0,,Comedy,False
A LEGO Brickumentary,a lego brickumentary,2015,650000.0,,Documentary,False
Always - Sunset on Third Street,always - sunset on third street,2005,,33053559.0,"Comedy, Drama",False
Kano,kano,2014,7.0,,"Drama, History",False
Beyond Beauty: Taiwan from Above,beyond beauty: taiwan from above,2013,3400000.0,,Documentary,False
Tangerine,tangerine,2015,100000.0,702354.0,"Comedy, Drama",False
Modern Life,modern life,2008,88.0,,Documentary,False
13 Minutes,13 minutes,2015,,147315.0,"Drama, War",False
Match,match,2014,,37285.0,"Family, Comedy, Drama",False
The Past Is a Grotesque Animal,the past is a grotesque animal,2014,100.0,,"Documentary, Music",False
Fashion Victims,fashion victims,2007,,1101480.0,"Comedy, Foreign",False
Joy,joy,2015,60000000.0,101134059.0,"Drama, Comedy",False
Iron & Blood: The Legend of Taras Bulba,iron & blood: the legend of taras bulba,2009,25000000.0,16815892.0,"Drama, History",False
The PyraMMMid,the pyrammmid,2011,2200000.0,,"Drama, Crime",False
Amnesiac,amnesiac,2015,3000000.0,,"Thriller, Mystery, Drama, Horror",False
Supersonic Man,supersonic man,1979,,519204.0,"Adventure, Comedy, Fantasy",False
Victor Frankenstein,victor frankenstein,2015,40000000.0,34227298.0,"Drama, Science Fiction, Thriller",False
Sholem Aleichem: Laughing In The Darkness,sholem aleichem: laughing in the darkness,2012,500000.0,845188.0,Documentary,False
Manjhi The Mountain Man,manjhi the mountain man,2015,1230000.0,,Drama,False
Guardians,guardians,2017,7000000.0,,"Action, Fantasy, Science Fiction",False
The Angrez,the angrez,2006,50000.0,300000.0,Comedy,False
Arthur 3: The War of the Two Worlds,arthur 3: the war of the two worlds,2010,70200000.0,,"Animation, Adventure, Fantasy, Family",False
Captive,captive,2012,11180.0,24591.0,"Drama, Thriller",False
OPA!,opa!,2005,,6000000.0,"Comedy, Foreign, Romance",False
The Last House on Dead End Street,the last house on dead end street,1973,3000.0,,Horror,False
Animals,animals,2008,5500000.0,,"Horror, Thriller",False
Equals,equals,2015,16000000.0,2084628.0,"Drama, Romance, Science Fiction",True
Scouts Guide to the Zombie Apocalypse,scouts guide to the zombie apocalypse,2015,15000000.0,14860766.0,"Comedy, Horror",False
Suffragette,suffragette,2015,14000000.0,16002420.0,"Drama, History",True
Sweet Bean,sweet bean,2015,,124518.0,Drama,False
Hate Crime,hate crime,2006,,40758.0,"Drama, Thriller",False
Assassins Tale,assassins tale,2013,1500000.0,,"Action, Crime, Thriller",False
Veteran,veteran,2015,,1200627.0,"Action, Comedy, Crime, Thriller",False
¿Quién mató a Bambi?,¿quién mató a bambi?,2013,,850259.0,Comedy,False
Papanasam,papanasam,2015,,14000000.0,"Crime, Drama, Family, Thriller",False
We Are Your Friends,we are your friends,2015,6000000.0,11122090.0,"Drama, Music, Romance",True
2033,2033,2010,5000000.0,,"Adventure, Science Fiction",False
War Room,war room,2015,3000000.0,67790117.0,Drama,False
Legend,legend,2015,25000000.0,42972994.0,"Crime, Thriller",True
The Danish Girl,the danish girl,2015,15000000.0,64191523.0,Drama,True
Area 51,area 51,2015,5000000.0,,"Horror, Thriller, Science Fiction",False
Cooties,cooties,2014,,581011.0,"Action, Comedy, Horror",False
Steve Jobs: The Man in the Machine,steve jobs: the man in the machine,2015,,494506.0,Documentary,False
Burnout,burnout,2014,4000000.0,,"Action, Comedy",False
Green Room,green room,2016,5000000.0,3220371.0,"Horror, Crime, Thriller",False
Beasts of No Nation,beasts of no nation,2015,6000000.0,9077700.0,"Drama, War",True
Hell and Mr Fudge,hell and mr fudge,2012,800000.0,,Drama,False
Red Knot,red knot,2014,80.0,,Drama,False
The Rise of the Krays,the rise of the krays,2015,2500000.0,,Crime,False
The Lady in the Van,the lady in the van,2015,6000000.0,41387687.0,"Comedy, Drama",False
He Named Me Malala,he named me malala,2015,,2642899.0,Documentary,True
Pokémon the Movie: Kyurem vs. the Sword of Justice,pokémon the movie: kyurem vs. the sword of justice,2012,,44057737.0,Animation,False
Meru,meru,2015,,2334228.0,"Adventure, Documentary",False
